complex_id,rank,model_weight,seed,DockQ,acceptable,acceptable_score,ranking_confidence,selector
1z77__A1_Q9X0C0--1z77__A2_Q9X0C0,1,5,2,0.2755111913881322,True,0.5864027375593562,67.1875,candidate_ridge_v2_group_softmax_pen30
1zop__A1_P20701--1zop__B1_P20701,1,4,0,0.0077177553906739,False,0.5644199537382268,71.125,candidate_ridge_v2_group_softmax_pen30
1zoq__A1_Q14653--1zoq__B1_Q92793,1,4,1,0.732800017010101,True,0.5818232092500871,88.3125,candidate_ridge_v2_group_softmax_pen30
1zp6__A1_A9CEJ3--1zp6__A2_A9CEJ3,1,3,3,0.8207619958199516,True,0.5756546475504071,89.1875,candidate_ridge_v2_group_softmax_pen30
2a1j__B1_P07992--2a1j__A1_Q92889,1,5,1,0.8259670552008265,True,0.5774426293228085,86.4375,candidate_ridge_v2_group_softmax_pen30
2a3l__A1_O80452--2a3l__A2_O80452,1,4,0,0.2258004733289797,False,0.5828304163251392,88.375,candidate_ridge_v2_group_softmax_pen30
2apo__A1_Q57612--2apo__B1_P81303,1,4,0,0.769453718653959,True,0.5754918732045256,90.4375,candidate_ridge_v2_group_softmax_pen30
2aye__B1_Q84294--2aye__A1_Q84294,1,1,1,0.6557737066857915,True,0.5870359699448224,86.1875,candidate_ridge_v2_group_softmax_pen30
2b11__A1_P00431--2b11__B1_P00044,1,5,2,0.8752306944692506,True,0.5754918732045256,86.8125,candidate_ridge_v2_group_softmax_pen30
2b42__A1_Q8H0K8--2b42__B1_P18429,1,5,0,0.8730729438811732,True,0.5846624313332986,92.25,candidate_ridge_v2_group_softmax_pen30
2b5u__A1_P00646--2b5u__B1_P02984,3,4,0,0.3530127394788023,True,0.5551024977206729,85.125,candidate_ridge_v2_group_softmax_pen30
2c08__A1_O35179--2c08__A2_O35179,1,5,2,0.1655899153597492,False,0.5616092865719056,44.46875,candidate_ridge_v2_group_softmax_pen30
2cuy__A1_Q5SL77--2cuy__B1_Q5SL77,1,4,0,0.5517743394892677,True,0.5774426293228085,82.0625,candidate_ridge_v2_group_softmax_pen30
2d1g__A1_A0Q436--2d1g__B1_A0Q436,1,4,1,0.9200916395514568,True,0.5871338329951155,93.9375,candidate_ridge_v2_group_softmax_pen30
2dcu__A1_Q8U082--2dcu__B1_Q8U3I5,1,4,0,0.6026008679888563,True,0.5727439426940567,80.3125,candidate_ridge_v2_group_softmax_pen30
2dm9__A1_O57724--2dm9__B1_O57724,1,2,0,0.587009785128806,True,0.5754918732045256,86.1875,candidate_ridge_v2_group_softmax_pen30
2ec2__A1_Q974H8--2ec2__C1_Q974H8,1,5,1,0.8384541069439617,True,0.5871338329951155,91.375,candidate_ridge_v2_group_softmax_pen30
2ei5__A1_Q5SM82--2ei5__B1_Q5SM82,1,4,3,0.5960316391939556,True,0.5774426293228085,67.0625,candidate_ridge_v2_group_softmax_pen30
2eiu__E1_O67549--2eiu__A1_O67549,1,5,3,0.9351136977355158,True,0.5576022577483024,91.1875,candidate_ridge_v2_group_softmax_pen30
2fzt__B1_Q9WZF7--2fzt__A1_Q9WZF7,2,4,2,0.8818937695804032,True,0.5844763082312828,81.6875,candidate_ridge_v2_group_softmax_pen30
2ga9__B1_P23371--2ga9__A1_P07617,1,5,2,0.771090695564289,True,0.5891107816938552,74.875,candidate_ridge_v2_group_softmax_pen30
2gbo__A1_Q831P3--2gbo__B1_Q831P3,3,2,2,0.0182061126836158,False,0.5772597837541368,51.8125,candidate_ridge_v2_group_softmax_pen30
2gd9__A1_P37508--2gd9__B1_P37508,1,1,3,0.6030592334830186,True,0.5708905414833915,69.0,candidate_ridge_v2_group_softmax_pen30
2gsk__A1_P06129--2gsk__B1_P02929,1,2,0,0.0060780569961632,False,0.5830740659347253,55.8125,candidate_ridge_v2_group_softmax_pen30
2gsm__A1_P33517--2gsm__B1_Q03736,4,5,1,0.9452638438131928,True,0.5591513346911616,95.25,candidate_ridge_v2_group_softmax_pen30
2h1e__A1_P32657--2h1e__B1_P32657,4,2,0,0.0141840711648659,False,0.5603799458151776,18.625,candidate_ridge_v2_group_softmax_pen30
2h46__A1_P62993--2h46__A2_P62993,1,1,0,0.0234015355894955,False,0.5774426293228085,42.46875,candidate_ridge_v2_group_softmax_pen30
2h7z__B1_A0S865--2h7z__A1_A0S864,1,3,3,0.8281237566718179,True,0.5871338329951155,72.3125,candidate_ridge_v2_group_softmax_pen30
2hn1__A1_O29472--2hn1__A2_O29472,1,5,3,0.7409718908518798,True,0.5788692745891276,60.15625,candidate_ridge_v2_group_softmax_pen30
2huk__A1_P00720--2huk__A2_P00720,1,1,3,0.0137138716130072,False,0.5601580446857307,22.265625,candidate_ridge_v2_group_softmax_pen30
2j67__A1_Q9BXR5--2j67__B1_Q9BXR5,1,3,2,0.6860780458319903,True,0.5846624313332986,65.75,candidate_ridge_v2_group_softmax_pen30
2j68__A1_B2IZD3--2j68__A2_B2IZD3,2,2,1,0.1461759820684515,False,0.5705760972296002,47.34375,candidate_ridge_v2_group_softmax_pen30
2j6g__A1_Q6T3W5--2j6g__A2_Q6T3W5,1,5,3,0.0498208372700835,False,0.5809710984116223,67.875,candidate_ridge_v2_group_softmax_pen30
2ntx__A1_Q9LV40--2ntx__B1_Q9LV40,1,2,3,0.5789012712043528,True,0.5754918732045256,77.25,candidate_ridge_v2_group_softmax_pen30
2o96__B1_P51665--2o96__A1_P51665,2,4,3,0.6050102137340457,True,0.5880998037606184,89.5625,candidate_ridge_v2_group_softmax_pen30
2oo9__A1_P22681--2oo9__B1_P22681,1,2,2,0.0841846757526277,False,0.5891107816938552,73.0625,candidate_ridge_v2_group_softmax_pen30
2p09__A1_UNDEFINED--2p09__A2_UNDEFINED,1,5,0,0.0253604512405473,False,0.5761681371446611,16.140625,candidate_ridge_v2_group_softmax_pen30
2pyu__A1_P52061--2pyu__A2_P52061,1,4,0,0.4076441283125315,True,0.5700676061035487,87.0625,candidate_ridge_v2_group_softmax_pen30
2q1k__A1_Q1EHA4--2q1k__B1_Q1EHA4,1,5,0,0.5814439604738205,True,0.5828304163251392,27.375,candidate_ridge_v2_group_softmax_pen30
2qko__B1_Q0S912--2qko__A1_Q0S912,2,5,2,0.5274122863055469,True,0.5792745854509157,74.25,candidate_ridge_v2_group_softmax_pen30
2qpv__A1_Q7CZ16--2qpv__B1_Q7CZ16,1,5,2,0.0097371829607608,False,0.5846624313332986,87.3125,candidate_ridge_v2_group_softmax_pen30
2r17__C1_Q96QK1--2r17__A1_Q9UBQ0,1,2,3,0.7553942881300472,True,0.5737662375991552,91.4375,candidate_ridge_v2_group_softmax_pen30
2r1f__A1_P28306--2r1f__B1_P28306,2,3,0,0.0137026504577828,False,0.5826200860318193,55.8125,candidate_ridge_v2_group_softmax_pen30
2r7a__A1_O70018--2r7a__C1_O70018,1,4,1,0.1070391541449517,False,0.5774426293228085,59.6875,candidate_ridge_v2_group_softmax_pen30
2r9a__A1_Q9H9Q4--2r9a__B1_Q9H9Q4,1,1,3,0.2073079940899882,False,0.585010251255423,50.15625,candidate_ridge_v2_group_softmax_pen30
2raf__B1_F9URQ8--2raf__A1_F9URQ8,1,4,1,0.6602259052884388,True,0.5754918732045256,82.875,candidate_ridge_v2_group_softmax_pen30
2rax__A1_O15392--2rax__B1_Q53HL2,1,2,2,0.8608227888208647,True,0.5765012373983717,82.3125,candidate_ridge_v2_group_softmax_pen30
2uxe__A1_Q49PX0--2uxe__C1_Q49PX0,1,4,3,0.0639503937922121,False,0.5574766561844432,12.59375,candidate_ridge_v2_group_softmax_pen30
2uzx__B1_P08581--2uzx__A1_P0DQD2,1,2,0,0.5928089276253022,True,0.5853831895602126,75.3125,candidate_ridge_v2_group_softmax_pen30
2vcg__D1_Q70I53--2vcg__A1_Q70I53,1,5,1,0.8884685571281515,True,0.574387894189816,85.375,candidate_ridge_v2_group_softmax_pen30
2vlo__B1_P09883--2vlo__A1_P13479,1,4,0,0.8811099839542577,True,0.5810303336710279,90.5,candidate_ridge_v2_group_softmax_pen30
2w2d__A1_P0DPI1--2w2d__B1_P0DPI1,1,3,2,0.2993123699637441,True,0.5634982874271371,75.75,candidate_ridge_v2_group_softmax_pen30
2wk4__B1_Q69014--2wk4__A1_Q69014,1,3,1,0.1855191729342689,False,0.5595283366920533,32.6875,candidate_ridge_v2_group_softmax_pen30
2wmp__A1_Q1R2W9--2wmp__B1_Q47445,2,3,2,0.7990591126434156,True,0.5803011137134125,91.75,candidate_ridge_v2_group_softmax_pen30
2wuz__A1_Q7Z1V1--2wuz__B1_Q7Z1V1,1,5,0,0.0671304879713131,False,0.5651382395295809,29.109375,candidate_ridge_v2_group_softmax_pen30
2wwx__B1_Q5ZSQ3--2wwx__A1_P62820,1,4,2,0.0390408075124953,False,0.5602210668876857,25.046875,candidate_ridge_v2_group_softmax_pen30
2x5f__A1_UNDEFINED--2x5f__B1_UNDEFINED,1,1,1,0.1398278224570319,False,0.5846624313332986,95.5625,candidate_ridge_v2_group_softmax_pen30
2xcu__A1_O66663--2xcu__C1_O66663,1,5,1,0.45063490265094,True,0.5754918732045256,52.53125,candidate_ridge_v2_group_softmax_pen30
2xf1__A1_Q8I467--2xf1__A2_Q8I467,1,5,3,0.0141696722278695,False,0.5842447649136331,82.625,candidate_ridge_v2_group_softmax_pen30
2xgg__B1_UNDEFINED--2xgg__A1_UNDEFINED,1,3,1,0.0378417677234843,False,0.5841032075197758,75.9375,candidate_ridge_v2_group_softmax_pen30
2xr7__A1_Q589Y0--2xr7__A2_Q589Y0,1,4,1,0.0040351362861566,False,0.5774426293228085,81.3125,candidate_ridge_v2_group_softmax_pen30
2xuv__B1_P0AET2--2xuv__A1_P0AET2,1,1,0,0.0291494860720318,False,0.5770279353670822,21.96875,candidate_ridge_v2_group_softmax_pen30
2y6b__A1_Q43758--2y6b__A2_Q43758,1,1,0,0.0051661456330997,False,0.5754918732045256,94.75,candidate_ridge_v2_group_softmax_pen30
2y9y__B1_P43596--2y9y__A1_P38144,2,1,3,0.5900645561981019,True,0.5690683276665686,90.0,candidate_ridge_v2_group_softmax_pen30
2yaj__A1_Q38HX4--2yaj__B1_Q38HX3,2,4,0,0.9011212420938935,True,0.573421886431787,96.25,candidate_ridge_v2_group_softmax_pen30
2yin__B1_Q92608--2yin__D1_P63000,5,5,1,0.8728273663649113,True,0.5685402518247528,92.0625,candidate_ridge_v2_group_softmax_pen30
2yip__A1_P81860--2yip__B1_P81860,1,3,2,0.2157851557074656,False,0.5756873610337502,82.9375,candidate_ridge_v2_group_softmax_pen30
2ynw__B1_Q704V1--2ynw__A1_Q704V1,2,5,0,0.3306469560709625,True,0.5686963600529017,22.984375,candidate_ridge_v2_group_softmax_pen30
2yor__A1_B9W4V6--2yor__B1_B9W4V6,1,5,1,0.0067649648430569,False,0.5667388162341788,47.1875,candidate_ridge_v2_group_softmax_pen30
2ypr__A1_Q99581--2ypr__B1_Q99581,1,1,0,0.8958408418298874,True,0.5754918732045256,88.0625,candidate_ridge_v2_group_softmax_pen30
2yq2__A1_Q01499--2yq2__B1_Q01499,1,3,0,0.3613568303261165,True,0.5891107816938552,60.46875,candidate_ridge_v2_group_softmax_pen30
2yx8__A1_O60894--2yx8__A2_O60894,1,2,2,0.0410312793502997,False,0.5774426293228085,40.1875,candidate_ridge_v2_group_softmax_pen30
2z1b__A1_P10518--2z1b__A2_P10518,1,5,2,0.0199707040119806,False,0.5846624313332986,89.5,candidate_ridge_v2_group_softmax_pen30
2zae__A1_O59425--2zae__B1_O59248,1,2,0,0.7973690882559433,True,0.5774426293228085,86.75,candidate_ridge_v2_group_softmax_pen30
2zcm__B1_Q5HKQ1--2zcm__A1_Q5HKQ1,1,1,1,0.5181718853140552,True,0.5891107816938552,74.3125,candidate_ridge_v2_group_softmax_pen30
2zix__A1_Q96NY9--2zix__B1_Q96AY2,1,1,0,0.4372363313077486,True,0.5600758354192421,82.9375,candidate_ridge_v2_group_softmax_pen30
2zjs__A1_Q5SHQ8--2zjs__B1_P38383,1,4,1,0.7105339961219618,True,0.5774426293228085,87.8125,candidate_ridge_v2_group_softmax_pen30
3a7m__B1_P0A1N2--3a7m__A1_P0A1N2,1,4,2,0.0351376732208971,False,0.5774426293228085,74.5625,candidate_ridge_v2_group_softmax_pen30
3a98__B1_Q92556--3a98__A1_Q92608,2,4,1,0.7110069364039727,True,0.5864027375593562,80.5625,candidate_ridge_v2_group_softmax_pen30
3aon__A1_P43435--3aon__B1_P43455,1,4,0,0.6391050819746291,True,0.5804161737842686,84.375,candidate_ridge_v2_group_softmax_pen30
3axj__B1_Q9VF77--3axj__A1_Q7JVK6,2,1,1,0.743436316085858,True,0.57198614026851,85.75,candidate_ridge_v2_group_softmax_pen30
3b42__B1_Q74EM7--3b42__A1_Q74EM7,2,1,2,0.0447603887544794,False,0.5823334079049939,77.3125,candidate_ridge_v2_group_softmax_pen30
3b4y__A1_P9WNE1--3b4y__B1_P9WNE1,2,5,0,0.7920760286671115,True,0.5867454517088662,94.0625,candidate_ridge_v2_group_softmax_pen30
3cam__A1_Q9JZZ4--3cam__B1_Q9JZZ4,3,2,2,0.4724671012608128,True,0.5564952822657132,57.96875,candidate_ridge_v2_group_softmax_pen30
3cbk__A1_P07858--3cbk__B1_Q966X9,3,4,1,0.7550044822825637,True,0.5763649954371296,90.6875,candidate_ridge_v2_group_softmax_pen30
3cnu__A1_O28738--3cnu__A2_O28738,1,5,3,0.7346152476683162,True,0.5891107816938552,78.125,candidate_ridge_v2_group_softmax_pen30
3co5__A1_Q5F5Q1--3co5__B1_Q5F5Q1,1,5,3,0.0112997247150476,False,0.572741293609279,78.625,candidate_ridge_v2_group_softmax_pen30
3ct4__A1_Q9CIV8--3ct4__A2_Q9CIV8,1,4,0,0.006451370471711,False,0.5835673530311674,95.5625,candidate_ridge_v2_group_softmax_pen30
3ctv__A1_O28011--3ctv__A2_O28011,1,4,3,0.0452558188520313,False,0.5880932201332887,82.0,candidate_ridge_v2_group_softmax_pen30
3cwf__A1_P23545--3cwf__B1_P23545,1,1,3,0.1369285312703626,False,0.5871338329951155,87.75,candidate_ridge_v2_group_softmax_pen30
3d0t__D1_Q91YN9--3d0t__C1_Q91YN9,1,4,0,0.2009982890663297,False,0.5859573213802527,57.25,candidate_ridge_v2_group_softmax_pen30
3d3r__A1_Q8EF93--3d3r__B1_Q8EF93,2,1,0,0.414362391088058,True,0.5678836751918717,68.875,candidate_ridge_v2_group_softmax_pen30
3d8h__B1_Q5CXZ9--3d8h__A1_Q5CXZ9,1,4,1,0.7796786247873229,True,0.5870359699448224,90.125,candidate_ridge_v2_group_softmax_pen30
3dal__A1_O75626--3dal__B2_O75626,1,4,2,0.006824591580468,False,0.5764740884864943,82.875,candidate_ridge_v2_group_softmax_pen30
3dsl__A1_O93523--3dsl__B1_O93523,1,2,2,0.0100995192020225,False,0.5737662375991552,47.28125,candidate_ridge_v2_group_softmax_pen30
3e0j__G1_P49005--3e0j__H1_Q15054,1,5,3,0.8161121430949115,True,0.5831320548798988,94.375,candidate_ridge_v2_group_softmax_pen30
3e0y__A1_Q74E48--3e0y__B1_Q74E48,1,3,1,0.3126453899573803,True,0.5882063181359342,78.5,candidate_ridge_v2_group_softmax_pen30
3e7l__A1_O66551--3e7l__B1_O66551,1,1,1,0.9537954583455112,True,0.5723626974139941,87.875,candidate_ridge_v2_group_softmax_pen30
3evi__A1_Q8N4E4--3evi__B1_Q8N4E4,1,2,3,0.6600450517552744,True,0.5871338329951155,82.125,candidate_ridge_v2_group_softmax_pen30
3ezu__A1_Q74FR4--3ezu__A2_Q74FR4,3,4,3,0.0205429111574598,False,0.5490047824268531,60.25,candidate_ridge_v2_group_softmax_pen30
3f2u__A1_P83916--3f2u__A2_P83916,1,1,2,0.0414083138462204,False,0.5774426293228085,45.375,candidate_ridge_v2_group_softmax_pen30
3f6t__B1_Q5FIG7--3f6t__A1_Q5FIG7,1,1,1,0.4862245037733374,True,0.5688675192989364,93.8125,candidate_ridge_v2_group_softmax_pen30
3f7c__A1_A1TZ69--3f7c__A2_A1TZ69,1,3,2,0.0557675937168912,False,0.5852237426467487,70.4375,candidate_ridge_v2_group_softmax_pen30
3f8u__A1_P30101--3f8u__B1_O15533,1,4,0,0.4296435508995711,True,0.5833546325592608,68.8125,candidate_ridge_v2_group_softmax_pen30
3ffm__A1_O95257--3ffm__A2_O95257,1,1,1,0.0388523219252019,False,0.5720388037220534,65.4375,candidate_ridge_v2_group_softmax_pen30
3fkq__A1_D0VX10--3fkq__A2_D0VX10,1,3,3,0.4764608817313696,True,0.5891107816938552,63.78125,candidate_ridge_v2_group_softmax_pen30
3fn7__A1_Q99ZN4--3fn7__A2_Q99ZN4,1,3,2,0.3596853743364232,True,0.5870359699448224,45.90625,candidate_ridge_v2_group_softmax_pen30
3fx0__B1_Q9Y6K9--3fx0__A1_Q9Y6K9,1,5,0,0.7096777121268296,True,0.5774426293228085,73.0625,candidate_ridge_v2_group_softmax_pen30
3gb8__A1_O14980--3gb8__B1_O95149,1,3,1,0.7200700079007746,True,0.5774426293228085,86.125,candidate_ridge_v2_group_softmax_pen30
3h8i__A1_Q7ZAG8--3h8i__B1_Q7ZAG8,1,1,0,0.0326334465885248,False,0.5730636326172643,44.0,candidate_ridge_v2_group_softmax_pen30
3hkl__B1_Q62838--3hkl__A1_Q62838,1,4,2,0.008204245910455,False,0.5848332324753912,50.0625,candidate_ridge_v2_group_softmax_pen30
3i26__A1_P0C0V9--3i26__B1_P0C0V9,1,4,1,0.0267647281339286,False,0.5766746844766247,39.875,candidate_ridge_v2_group_softmax_pen30
3jsb__A1_P14240--3jsb__A2_P14240,1,5,0,0.0217433755425049,False,0.5625472354373413,24.171875,candidate_ridge_v2_group_softmax_pen30
3jtz__A1_Q9Z3B4--3jtz__A2_Q9Z3B4,1,4,1,0.8967332496827279,True,0.5834449016148103,89.3125,candidate_ridge_v2_group_softmax_pen30
