complex_id,rank,model_weight,seed,DockQ,acceptable,acceptable_score,ranking_confidence,selector
1rk4__A1_O00299--1rk4__B1_O00299,3,1,2,0.0309635528614136,False,0.6460106372833252,22.8125,pairwise_jaccard_nn_1x19
1s4k__A1_Q8ZPR1--1s4k__B1_Q8ZPR1,1,4,3,0.0376470693995013,False,0.6805161237716675,29.46875,pairwise_jaccard_nn_1x19
1s70__A1_P62207--1s70__B1_Q90623,3,3,0,0.6639126894266921,True,0.9992652535438538,87.5625,pairwise_jaccard_nn_1x19
1smx__A1_P21513--1smx__B1_P21513,15,4,3,0.0991232144219913,False,0.33762019872665405,17.921875,pairwise_jaccard_nn_1x19
1spp__B1_P35496--1spp__A1_P35495,12,3,2,0.4215067679518653,True,0.9937126040458679,40.625,pairwise_jaccard_nn_1x19
1t6b__A1_P13423--1t6b__B1_P58335,15,1,2,0.0888353236267912,False,0.30039098858833313,24.46875,pairwise_jaccard_nn_1x19
1t6l__A1_P16790--1t6l__A2_P16790,10,2,0,0.1727916780688227,False,0.3813835084438324,20.578125,pairwise_jaccard_nn_1x19
1tej__B1_P0C6B5--1tej__A1_P0C6B4,13,1,1,0.8509994176940231,True,0.825328528881073,78.3125,pairwise_jaccard_nn_1x19
1tf0__A1_P02768--1tf0__B1_Q51911,4,1,0,0.878346425605636,True,0.910878598690033,94.625,pairwise_jaccard_nn_1x19
1tj7__A1_P11447--1tj7__B1_P11447,8,1,1,0.0251549848921585,False,0.5810143947601318,83.0,pairwise_jaccard_nn_1x19
1ujw__A1_P06129--1ujw__B1_P00646,13,1,3,0.8162230655649617,True,0.9364050030708313,87.5,pairwise_jaccard_nn_1x19
1v5v__A1_O58888--1v5v__B1_O58888,13,5,1,0.5106843309315238,True,1.0,80.4375,pairwise_jaccard_nn_1x19
1vc1__A1_Q9X1F5--1vc1__B1_Q9X1F5,3,5,1,0.9045658793979374,True,0.9999998807907104,87.5,pairwise_jaccard_nn_1x19
1vf6__A1_Q8NI35--1vf6__C1_Q9JLB2,2,5,2,0.8161533194964967,True,0.9151104688644409,81.8125,pairwise_jaccard_nn_1x19
1vp7__B1_Q7VV85--1vp7__A1_Q7VV85,14,5,1,0.8690312443571924,True,0.9795372486114502,85.625,pairwise_jaccard_nn_1x19
1x3w__A1_Q02890--1x3w__B1_P32628,1,1,0,0.5632389870291314,True,0.7798609137535095,89.0,pairwise_jaccard_nn_1x19
1xsv__A1_P67248--1xsv__B1_P67248,2,1,0,0.7811763271305933,True,0.9999550580978394,67.375,pairwise_jaccard_nn_1x19
1yt5__A1_Q9X255--1yt5__D1_Q9X255,19,3,1,0.0370868390147455,False,0.9882397651672363,56.75,pairwise_jaccard_nn_1x19
1z77__A1_Q9X0C0--1z77__A2_Q9X0C0,8,2,2,0.1547574008537015,False,0.9980525970458984,42.03125,pairwise_jaccard_nn_1x19
1zop__A1_P20701--1zop__B1_P20701,4,4,2,0.0074854741399511,False,0.9585344791412354,68.1875,pairwise_jaccard_nn_1x19
1zoq__A1_Q14653--1zoq__B1_Q92793,1,4,1,0.732800017010101,True,0.999625563621521,88.3125,pairwise_jaccard_nn_1x19
1zp6__A1_A9CEJ3--1zp6__A2_A9CEJ3,11,3,0,0.8218301707551486,True,0.9830659627914429,88.1875,pairwise_jaccard_nn_1x19
2a1j__B1_P07992--2a1j__A1_Q92889,12,2,1,0.803964048022756,True,0.9505566358566284,82.3125,pairwise_jaccard_nn_1x19
2a3l__A1_O80452--2a3l__A2_O80452,12,2,1,0.2196223894912078,False,0.9642342925071716,82.6875,pairwise_jaccard_nn_1x19
2apo__A1_Q57612--2apo__B1_P81303,12,1,1,0.7610330138890665,True,0.8981512784957886,88.125,pairwise_jaccard_nn_1x19
2aye__B1_Q84294--2aye__A1_Q84294,1,1,1,0.6557737066857915,True,0.9991785883903503,86.1875,pairwise_jaccard_nn_1x19
2b11__A1_P00431--2b11__B1_P00044,17,2,1,0.9021824346859588,True,0.9501853585243225,78.5,pairwise_jaccard_nn_1x19
2b42__A1_Q8H0K8--2b42__B1_P18429,12,1,1,0.8514375215483501,True,0.9999904632568359,90.375,pairwise_jaccard_nn_1x19
2b5u__A1_P00646--2b5u__B1_P02984,3,4,0,0.3530127394788023,True,0.970322847366333,85.125,pairwise_jaccard_nn_1x19
2c08__A1_O35179--2c08__A2_O35179,9,5,0,0.5187875658501762,True,0.9240765571594238,39.53125,pairwise_jaccard_nn_1x19
2cuy__A1_Q5SL77--2cuy__B1_Q5SL77,12,5,1,0.0335710296262251,False,0.7041573524475098,29.390625,pairwise_jaccard_nn_1x19
2d1g__A1_A0Q436--2d1g__B1_A0Q436,10,1,0,0.9128957104949492,True,0.9998413324356079,93.0,pairwise_jaccard_nn_1x19
2dcu__A1_Q8U082--2dcu__B1_Q8U3I5,8,3,0,0.2207024279894157,False,0.9805141091346741,75.75,pairwise_jaccard_nn_1x19
2dm9__A1_O57724--2dm9__B1_O57724,1,2,0,0.587009785128806,True,0.999998927116394,86.1875,pairwise_jaccard_nn_1x19
2ec2__A1_Q974H8--2ec2__C1_Q974H8,10,3,0,0.8331313496806496,True,0.9999961853027344,89.25,pairwise_jaccard_nn_1x19
2ei5__A1_Q5SM82--2ei5__B1_Q5SM82,12,1,2,0.3109373166513072,True,0.9705080986022949,55.34375,pairwise_jaccard_nn_1x19
2eiu__E1_O67549--2eiu__A1_O67549,1,5,3,0.9351136977355158,True,0.9999086856842041,91.1875,pairwise_jaccard_nn_1x19
2fzt__B1_Q9WZF7--2fzt__A1_Q9WZF7,2,4,2,0.8818937695804032,True,0.9960825443267822,81.6875,pairwise_jaccard_nn_1x19
2ga9__B1_P23371--2ga9__A1_P07617,13,2,2,0.7415251372239479,True,0.9992637038230896,64.0625,pairwise_jaccard_nn_1x19
2gbo__A1_Q831P3--2gbo__B1_Q831P3,17,4,2,0.1846686405212114,False,0.9997383952140808,29.421875,pairwise_jaccard_nn_1x19
2gd9__A1_P37508--2gd9__B1_P37508,8,5,1,0.8338364954896004,True,0.9996480941772461,63.875,pairwise_jaccard_nn_1x19
2gsk__A1_P06129--2gsk__B1_P02929,12,4,0,0.0060624350618284,False,0.9839929938316345,51.65625,pairwise_jaccard_nn_1x19
2gsm__A1_P33517--2gsm__B1_Q03736,17,3,3,0.9416913070446102,True,0.8671637177467346,95.0,pairwise_jaccard_nn_1x19
2h1e__A1_P32657--2h1e__B1_P32657,17,5,3,0.0115895723338763,False,0.4420161843299866,16.40625,pairwise_jaccard_nn_1x19
2h46__A1_P62993--2h46__A2_P62993,19,5,1,0.0244430811461327,False,0.4921577274799347,17.15625,pairwise_jaccard_nn_1x19
2h7z__B1_A0S865--2h7z__A1_A0S864,8,4,2,0.8395964190788864,True,0.975806474685669,65.25,pairwise_jaccard_nn_1x19
2hn1__A1_O29472--2hn1__A2_O29472,14,3,0,0.1665927613694552,False,0.8746833801269531,30.0,pairwise_jaccard_nn_1x19
2huk__A1_P00720--2huk__A2_P00720,3,1,2,0.0157599635138513,False,0.11730695515871048,20.0625,pairwise_jaccard_nn_1x19
2j67__A1_Q9BXR5--2j67__B1_Q9BXR5,8,1,1,0.2572646864177312,True,0.2911052703857422,33.09375,pairwise_jaccard_nn_1x19
2j68__A1_B2IZD3--2j68__A2_B2IZD3,15,4,0,0.1504245524119023,False,0.8323963284492493,40.03125,pairwise_jaccard_nn_1x19
2j6g__A1_Q6T3W5--2j6g__A2_Q6T3W5,11,1,1,0.1264122229342011,False,0.9999910593032837,52.4375,pairwise_jaccard_nn_1x19
2ntx__A1_Q9LV40--2ntx__B1_Q9LV40,3,3,1,0.5967982500233026,True,0.999996542930603,74.9375,pairwise_jaccard_nn_1x19
2o96__B1_P51665--2o96__A1_P51665,8,3,2,0.0468774177096451,False,0.9999774694442749,59.875,pairwise_jaccard_nn_1x19
2oo9__A1_P22681--2oo9__B1_P22681,5,4,2,0.1240206648989213,False,0.9775450229644775,20.09375,pairwise_jaccard_nn_1x19
2p09__A1_UNDEFINED--2p09__A2_UNDEFINED,2,2,1,0.0372737938342161,False,0.20632658898830414,13.8515625,pairwise_jaccard_nn_1x19
2pyu__A1_P52061--2pyu__A2_P52061,1,4,0,0.4076441283125315,True,0.8629587292671204,87.0625,pairwise_jaccard_nn_1x19
2q1k__A1_Q1EHA4--2q1k__B1_Q1EHA4,2,5,1,0.4945143250722399,True,0.5924475193023682,23.578125,pairwise_jaccard_nn_1x19
2qko__B1_Q0S912--2qko__A1_Q0S912,9,3,1,0.1703413539497436,False,0.9775360226631165,64.9375,pairwise_jaccard_nn_1x19
2qpv__A1_Q7CZ16--2qpv__B1_Q7CZ16,19,3,3,0.0097526475887695,False,0.9457647800445557,83.3125,pairwise_jaccard_nn_1x19
2r17__C1_Q96QK1--2r17__A1_Q9UBQ0,8,3,2,0.757715053620232,True,0.9348729252815247,90.5625,pairwise_jaccard_nn_1x19
2r1f__A1_P28306--2r1f__B1_P28306,2,3,0,0.0137026504577828,False,0.9986708164215088,55.8125,pairwise_jaccard_nn_1x19
2r7a__A1_O70018--2r7a__C1_O70018,12,5,3,0.0378444127814862,False,0.25478827953338623,28.75,pairwise_jaccard_nn_1x19
2r9a__A1_Q9H9Q4--2r9a__B1_Q9H9Q4,1,1,3,0.2073079940899882,False,0.9998842477798462,50.15625,pairwise_jaccard_nn_1x19
2raf__B1_F9URQ8--2raf__A1_F9URQ8,3,4,2,0.458064279727188,True,0.44174668192863464,78.5625,pairwise_jaccard_nn_1x19
2rax__A1_O15392--2rax__B1_Q53HL2,8,1,2,0.8549618151870301,True,0.9099217057228088,81.625,pairwise_jaccard_nn_1x19
2uxe__A1_Q49PX0--2uxe__C1_Q49PX0,3,4,1,0.0483972800124095,False,0.030711175873875618,12.328125,pairwise_jaccard_nn_1x19
2uzx__B1_P08581--2uzx__A1_P0DQD2,18,4,0,0.0362648956694899,False,0.26698073744773865,25.78125,pairwise_jaccard_nn_1x19
2vcg__D1_Q70I53--2vcg__A1_Q70I53,3,5,3,0.8859569274536075,True,0.929355263710022,84.75,pairwise_jaccard_nn_1x19
2vlo__B1_P09883--2vlo__A1_P13479,9,3,2,0.9185517764748724,True,0.941774845123291,89.6875,pairwise_jaccard_nn_1x19
2w2d__A1_P0DPI1--2w2d__B1_P0DPI1,1,3,2,0.2993123699637441,True,0.9134541153907776,75.75,pairwise_jaccard_nn_1x19
2wk4__B1_Q69014--2wk4__A1_Q69014,9,5,0,0.0476357223272605,False,0.9596897959709167,26.15625,pairwise_jaccard_nn_1x19
2wmp__A1_Q1R2W9--2wmp__B1_Q47445,20,1,2,0.7643314022225823,True,0.9145521521568298,87.9375,pairwise_jaccard_nn_1x19
2wuz__A1_Q7Z1V1--2wuz__B1_Q7Z1V1,1,5,0,0.0671304879713131,False,0.927177906036377,29.109375,pairwise_jaccard_nn_1x19
2wwx__B1_Q5ZSQ3--2wwx__A1_P62820,11,3,1,0.0336202001167425,False,0.6056036353111267,24.09375,pairwise_jaccard_nn_1x19
2x5f__A1_UNDEFINED--2x5f__B1_UNDEFINED,2,1,3,0.1388721273934966,False,0.9170214533805847,95.4375,pairwise_jaccard_nn_1x19
2xcu__A1_O66663--2xcu__C1_O66663,2,5,3,0.4927981060067179,True,0.8983503580093384,50.8125,pairwise_jaccard_nn_1x19
2xf1__A1_Q8I467--2xf1__A2_Q8I467,6,2,0,0.012744492667337,False,0.9708007574081421,67.0625,pairwise_jaccard_nn_1x19
2xgg__B1_UNDEFINED--2xgg__A1_UNDEFINED,3,3,0,0.0377958134125438,False,0.9999443292617798,72.625,pairwise_jaccard_nn_1x19
2xr7__A1_Q589Y0--2xr7__A2_Q589Y0,6,4,0,0.0027825853225991,False,0.23825235664844513,37.125,pairwise_jaccard_nn_1x19
2xuv__B1_P0AET2--2xuv__A1_P0AET2,4,1,1,0.041998000844261,False,0.7535991668701172,19.09375,pairwise_jaccard_nn_1x19
2y6b__A1_Q43758--2y6b__A2_Q43758,17,4,3,0.0051541944420775,False,0.9109683036804199,93.8125,pairwise_jaccard_nn_1x19
2y9y__B1_P43596--2y9y__A1_P38144,5,5,1,0.5378710590191617,True,0.9334112405776978,89.75,pairwise_jaccard_nn_1x19
2yaj__A1_Q38HX4--2yaj__B1_Q38HX3,13,1,3,0.8922633317122148,True,0.8267792463302612,96.0,pairwise_jaccard_nn_1x19
2yin__B1_Q92608--2yin__D1_P63000,6,5,2,0.8665511027352403,True,0.9951804876327515,91.5,pairwise_jaccard_nn_1x19
2yip__A1_P81860--2yip__B1_P81860,16,5,1,0.2489119489992511,True,0.9999971389770508,44.6875,pairwise_jaccard_nn_1x19
2ynw__B1_Q704V1--2ynw__A1_Q704V1,6,2,0,0.164932041907785,False,0.24038225412368774,21.265625,pairwise_jaccard_nn_1x19
2yor__A1_B9W4V6--2yor__B1_B9W4V6,19,1,3,0.0065747567705413,False,0.3227117657661438,19.1875,pairwise_jaccard_nn_1x19
2ypr__A1_Q99581--2ypr__B1_Q99581,9,3,0,0.0975480031118539,False,0.5616700649261475,45.40625,pairwise_jaccard_nn_1x19
2yq2__A1_Q01499--2yq2__B1_Q01499,10,5,2,0.0693989453981096,False,0.9998388290405273,39.53125,pairwise_jaccard_nn_1x19
2yx8__A1_O60894--2yx8__A2_O60894,6,3,0,0.0272219357661513,False,0.5956165790557861,19.0625,pairwise_jaccard_nn_1x19
2z1b__A1_P10518--2z1b__A2_P10518,18,1,1,0.0141924852734568,False,0.9740473628044128,77.0,pairwise_jaccard_nn_1x19
2zae__A1_O59425--2zae__B1_O59248,7,3,0,0.7833964495873934,True,0.9989953637123108,77.9375,pairwise_jaccard_nn_1x19
2zcm__B1_Q5HKQ1--2zcm__A1_Q5HKQ1,16,4,2,0.353249749506068,True,0.994415283203125,40.0,pairwise_jaccard_nn_1x19
2zix__A1_Q96NY9--2zix__B1_Q96AY2,17,4,2,0.4465507581560829,True,0.917362630367279,74.0625,pairwise_jaccard_nn_1x19
2zjs__A1_Q5SHQ8--2zjs__B1_P38383,1,4,1,0.7105339961219618,True,0.8620169758796692,87.8125,pairwise_jaccard_nn_1x19
3a7m__B1_P0A1N2--3a7m__A1_P0A1N2,17,3,2,0.0179386017592851,False,0.820704996585846,41.53125,pairwise_jaccard_nn_1x19
3a98__B1_Q92556--3a98__A1_Q92608,9,5,0,0.6884966243284728,True,0.9395920038223267,76.75,pairwise_jaccard_nn_1x19
3aon__A1_P43435--3aon__B1_P43455,11,3,3,0.6060312104912433,True,0.9621351361274719,78.6875,pairwise_jaccard_nn_1x19
3axj__B1_Q9VF77--3axj__A1_Q7JVK6,20,3,3,0.6564548427897479,True,0.961985170841217,80.875,pairwise_jaccard_nn_1x19
3b42__B1_Q74EM7--3b42__A1_Q74EM7,20,4,2,0.0604426047275928,False,0.11147870123386383,22.421875,pairwise_jaccard_nn_1x19
3b4y__A1_P9WNE1--3b4y__B1_P9WNE1,14,1,0,0.8044474758910288,True,0.8516734838485718,93.75,pairwise_jaccard_nn_1x19
3cam__A1_Q9JZZ4--3cam__B1_Q9JZZ4,10,5,3,0.4296019538952444,True,0.9804733991622925,55.875,pairwise_jaccard_nn_1x19
3cbk__A1_P07858--3cbk__B1_Q966X9,19,5,3,0.6617882542699611,True,0.9934586882591248,89.1875,pairwise_jaccard_nn_1x19
3cnu__A1_O28738--3cnu__A2_O28738,1,5,3,0.7346152476683162,True,0.999991774559021,78.125,pairwise_jaccard_nn_1x19
3co5__A1_Q5F5Q1--3co5__B1_Q5F5Q1,1,5,3,0.0112997247150476,False,0.9990008473396301,78.625,pairwise_jaccard_nn_1x19
3ct4__A1_Q9CIV8--3ct4__A2_Q9CIV8,16,1,1,0.0064577236365809,False,0.9385761618614197,94.75,pairwise_jaccard_nn_1x19
3ctv__A1_O28011--3ctv__A2_O28011,2,5,3,0.0456852806681871,False,1.0,81.375,pairwise_jaccard_nn_1x19
3cwf__A1_P23545--3cwf__B1_P23545,18,3,1,0.2250202056403404,False,0.9999719858169556,29.203125,pairwise_jaccard_nn_1x19
3d0t__D1_Q91YN9--3d0t__C1_Q91YN9,6,5,2,0.2016108151583051,False,0.9923720359802246,50.59375,pairwise_jaccard_nn_1x19
3d3r__A1_Q8EF93--3d3r__B1_Q8EF93,9,4,3,0.3997243510448223,True,0.9781867861747742,64.625,pairwise_jaccard_nn_1x19
3d8h__B1_Q5CXZ9--3d8h__A1_Q5CXZ9,2,4,2,0.734144414136043,True,0.9588559865951538,89.875,pairwise_jaccard_nn_1x19
3dal__A1_O75626--3dal__B2_O75626,17,1,3,0.006930692700382,False,0.8965340256690979,61.5,pairwise_jaccard_nn_1x19
3dsl__A1_O93523--3dsl__B1_O93523,8,5,3,0.0176281467537143,False,0.1576322615146637,22.90625,pairwise_jaccard_nn_1x19
3e0j__G1_P49005--3e0j__H1_Q15054,17,4,0,0.8367023148686076,True,0.9051080942153931,93.5,pairwise_jaccard_nn_1x19
3e0y__A1_Q74E48--3e0y__B1_Q74E48,5,5,0,0.3131136604264007,True,0.9978933930397034,61.40625,pairwise_jaccard_nn_1x19
3e7l__A1_O66551--3e7l__B1_O66551,8,4,1,0.9291982982076352,True,0.8776557445526123,87.4375,pairwise_jaccard_nn_1x19
3evi__A1_Q8N4E4--3evi__B1_Q8N4E4,4,2,2,0.5955216295995734,True,0.9999997615814209,66.125,pairwise_jaccard_nn_1x19
3ezu__A1_Q74FR4--3ezu__A2_Q74FR4,17,4,1,0.0467059450024693,False,0.9519403576850891,58.28125,pairwise_jaccard_nn_1x19
3f2u__A1_P83916--3f2u__A2_P83916,4,1,3,0.0412486664375579,False,0.2584255039691925,39.625,pairwise_jaccard_nn_1x19
3f6t__B1_Q5FIG7--3f6t__A1_Q5FIG7,6,2,0,0.4779108072751554,True,0.94819575548172,93.3125,pairwise_jaccard_nn_1x19
3f7c__A1_A1TZ69--3f7c__A2_A1TZ69,6,1,3,0.2294514915412587,False,1.0,51.6875,pairwise_jaccard_nn_1x19
3f8u__A1_P30101--3f8u__B1_O15533,3,4,3,0.3749122788757635,True,0.43259763717651367,65.75,pairwise_jaccard_nn_1x19
3ffm__A1_O95257--3ffm__A2_O95257,5,5,1,0.0576224140363094,False,0.6869021058082581,45.6875,pairwise_jaccard_nn_1x19
3fkq__A1_D0VX10--3fkq__A2_D0VX10,6,2,1,0.4386023308549176,True,0.9926214218139648,62.4375,pairwise_jaccard_nn_1x19
3fn7__A1_Q99ZN4--3fn7__A2_Q99ZN4,13,1,3,0.2740788870084799,True,0.9815654158592224,29.796875,pairwise_jaccard_nn_1x19
3fx0__B1_Q9Y6K9--3fx0__A1_Q9Y6K9,10,4,1,0.7155476004000496,True,0.8827512860298157,70.625,pairwise_jaccard_nn_1x19
3gb8__A1_O14980--3gb8__B1_O95149,10,3,2,0.3745727047123584,True,0.7976480722427368,68.8125,pairwise_jaccard_nn_1x19
3h8i__A1_Q7ZAG8--3h8i__B1_Q7ZAG8,10,2,2,0.0865224087016895,False,0.927765429019928,33.375,pairwise_jaccard_nn_1x19
3hkl__B1_Q62838--3hkl__A1_Q62838,18,2,3,0.0090182083675962,False,0.6504576206207275,20.453125,pairwise_jaccard_nn_1x19
3i26__A1_P0C0V9--3i26__B1_P0C0V9,17,1,0,0.0416042088479651,False,0.0344502255320549,21.140625,pairwise_jaccard_nn_1x19
3jsb__A1_P14240--3jsb__A2_P14240,3,5,1,0.0208311649883352,False,0.999596893787384,19.65625,pairwise_jaccard_nn_1x19
3jtz__A1_Q9Z3B4--3jtz__A2_Q9Z3B4,9,3,0,0.8839155518328488,True,0.9999943971633911,85.6875,pairwise_jaccard_nn_1x19
3k7v__A1_P30153--3k7v__B1_P67775,15,2,0,0.5987376594406891,True,0.9782341122627258,83.1875,pairwise_jaccard_nn_1x19
3lbx__B1_P11277--3lbx__A1_P02549,14,1,1,0.6668592473588211,True,0.9121373295783997,80.8125,pairwise_jaccard_nn_1x19
3lcb__A1_Q8X607--3lcb__D2_P08200,14,2,1,0.7754599708727715,True,0.9529232382774353,76.75,pairwise_jaccard_nn_1x19
3lf6__B1_UNDEFINED--3lf6__A1_UNDEFINED,16,5,3,0.6391622977468571,True,0.8878486752510071,71.0,pairwise_jaccard_nn_1x19
3m7p__A1_P02751--3m7p__A2_P02751,6,5,0,0.0080639090306685,False,0.09176775068044662,20.546875,pairwise_jaccard_nn_1x19
3mca__A1_O74774--3mca__B1_Q9USL5,13,1,2,0.089355647937822,False,0.9994171857833862,50.125,pairwise_jaccard_nn_1x19
3mlf__A1_UNDEFINED--3mlf__B1_UNDEFINED,4,3,0,0.4868943058746398,True,0.319663941860199,51.8125,pairwise_jaccard_nn_1x19
3mxn__A1_Q9H9A7--3mxn__B1_Q96E14,15,4,3,0.8188210289883217,True,0.9398669004440308,91.125,pairwise_jaccard_nn_1x19
3n4i__A1_P0AD64--3n4i__B1_P35804,14,1,3,0.6945777240862538,True,0.9999998807907104,88.8125,pairwise_jaccard_nn_1x19
3n7e__A1_Q58AD3--3n7e__B1_Q58AD3,1,1,0,0.0957793563570699,False,0.7438198328018188,72.1875,pairwise_jaccard_nn_1x19
