complex_id,rank,model_weight,seed,DockQ,acceptable,acceptable_score,ranking_confidence,selector
1fd3__A1_O15263--1fd3__C1_O15263,1,3,0,0.0294831960716535,False,0.8974336048646305,82.8125,candidate_ridge_v1_iface_size
1foe__A1_Q60610--1foe__B1_P63000,2,1,2,0.4811629523529454,True,0.8343380616532129,87.0625,candidate_ridge_v1_iface_size
1g6u__A1_UNDEFINED--1g6u__B1_UNDEFINED,1,1,1,0.7275139921499552,True,0.8913640687385295,84.0625,candidate_ridge_v1_iface_size
1gmg__A1_P03051--1gmg__A2_P03051,1,4,3,0.1445360533665282,False,0.9079721267974837,87.1875,candidate_ridge_v1_iface_size
1gri__A1_P62993--1gri__B1_P62993,1,1,0,0.0441608601924013,False,0.27424446878909714,47.28125,candidate_ridge_v1_iface_size
1hh4__A1_P63000--1hh4__C1_P52565,1,4,0,0.4206780323224839,True,0.6230808175201427,70.75,candidate_ridge_v1_iface_size
1hni__A1_P03366--1hni__B1_P03367,1,1,2,0.0051534665293039,False,0.5240686196794289,64.6875,candidate_ridge_v1_iface_size
1i7f__A1_P0A6Y5--1i7f__A2_P0A6Y5,1,1,2,0.7098499974227678,True,0.8736320523044383,87.3125,candidate_ridge_v1_iface_size
1ira__B1_P14778--1ira__A1_P18510,1,5,2,0.704973812566681,True,0.8484151290135222,88.9375,candidate_ridge_v1_iface_size
1k04__A1_Q05397--1k04__A2_Q05397,1,4,1,0.6350024461672643,True,0.7815116256190869,80.375,candidate_ridge_v1_iface_size
1k51__A1_Q51912--1k51__A2_Q51912,1,1,1,0.0265439975694308,False,0.6373937610390075,59.4375,candidate_ridge_v1_iface_size
1k72__B1_P37700--1k72__A1_P37700,1,4,1,0.0020686534517434,False,0.2379116509972976,38.4375,candidate_ridge_v1_iface_size
1krl__B1_P02882--1krl__A1_P02881,1,2,3,0.8504889730461812,True,0.9129263661865673,87.5625,candidate_ridge_v1_iface_size
1kzh__A1_P70826--1kzh__B1_P70826,1,2,1,0.8965118032639796,True,0.884964445275146,93.9375,candidate_ridge_v1_iface_size
1luj__A1_P35222--1luj__B1_Q9JJN6,2,2,2,0.752819974023402,True,0.8785262562699365,91.0,candidate_ridge_v1_iface_size
1lyw__B1_P07339--1lyw__A1_P07339,1,2,3,0.4619035519666518,True,0.8855298627436278,94.5,candidate_ridge_v1_iface_size
1mr1__A1_Q13485--1mr1__D1_P12755,1,4,1,0.9119560463003415,True,0.9030286034159687,91.3125,candidate_ridge_v1_iface_size
1na6__B1_P14633--1na6__A1_P14633,1,1,3,0.650444251171018,True,0.5969560054750015,71.375,candidate_ridge_v1_iface_size
1nfp__A1_P09142--1nfp__A2_P09142,1,2,1,0.478855888012756,True,0.6343923823569979,69.125,candidate_ridge_v1_iface_size
1ny5__B1_O67198--1ny5__A1_O67198,1,4,2,0.0954033617891848,False,0.23590695697856892,41.96875,candidate_ridge_v1_iface_size
1ogy__A1_Q53176--1ogy__B1_Q53177,4,2,0,0.6094275750227262,True,0.8561807784417979,93.0,candidate_ridge_v1_iface_size
1on8__A1_Q9ES89--1on8__B1_Q9ES89,1,4,1,0.6094457135708579,True,0.6989213381865743,72.875,candidate_ridge_v1_iface_size
1ory__A1_O67806--1ory__B1_O67803,1,1,0,0.7833672594034556,True,0.9165566878391376,92.6875,candidate_ridge_v1_iface_size
1pfo__A1_P0C2E9--1pfo__A2_P0C2E9,1,4,0,0.0046131047310679,False,0.7466483874126589,80.375,candidate_ridge_v1_iface_size
1ptq__A1_P28867--1ptq__A2_P28867,1,1,0,0.5356969038367914,True,0.7826347909344313,66.5,candidate_ridge_v1_iface_size
1qb3__B1_P20486--1qb3__A1_P20486,1,2,1,0.0101585327347017,False,0.7343999968452266,76.75,candidate_ridge_v1_iface_size
1qf8__A1_P67870--1qf8__B1_P67870,1,5,2,0.0581093840385423,False,0.3878422010869342,55.65625,candidate_ridge_v1_iface_size
1qqf__A1_P01026--1qqf__A2_P01026,1,4,0,0.5873776681589512,True,0.7836649674634342,85.5,candidate_ridge_v1_iface_size
1qrk__B1_P00488--1qrk__A1_P00488,1,4,0,0.6106249151971914,True,0.6052127868881059,75.9375,candidate_ridge_v1_iface_size
1qxx__A1_P02929--1qxx__A2_P02929,1,2,1,0.7630832708597183,True,0.794927226902472,78.5,candidate_ridge_v1_iface_size
1r5p__B1_Q8YT41--1r5p__A1_Q8YT41,1,5,0,0.0455987290758567,False,0.5075173196822184,53.03125,candidate_ridge_v1_iface_size
1rj9__B1_O07347--1rj9__A1_P83749,1,4,3,0.8990108090767972,True,0.8680675644532145,89.9375,candidate_ridge_v1_iface_size
1rk4__A1_O00299--1rk4__B1_O00299,1,1,0,0.0254779958424484,False,0.11238609837477351,27.203125,candidate_ridge_v1_iface_size
1s4k__A1_Q8ZPR1--1s4k__B1_Q8ZPR1,1,4,3,0.0376470693995013,False,0.13790747547033722,29.46875,candidate_ridge_v1_iface_size
1s70__A1_P62207--1s70__B1_Q90623,1,4,0,0.7275811782277941,True,0.8195868520490359,88.625,candidate_ridge_v1_iface_size
1smx__A1_P21513--1smx__B1_P21513,1,1,0,0.0153498445538025,False,0.18415405920320657,33.59375,candidate_ridge_v1_iface_size
1spp__B1_P35496--1spp__A1_P35495,2,5,2,0.2510124925990736,True,0.5881924399704397,56.46875,candidate_ridge_v1_iface_size
1t6b__A1_P13423--1t6b__B1_P58335,1,3,0,0.041260124680762,False,0.14387109101862566,30.296875,candidate_ridge_v1_iface_size
1t6l__A1_P16790--1t6l__A2_P16790,1,1,2,0.3610030019593815,True,0.2255717717217192,41.09375,candidate_ridge_v1_iface_size
1tej__B1_P0C6B5--1tej__A1_P0C6B4,1,4,3,0.8133840523680179,True,0.8756398259211771,80.0625,candidate_ridge_v1_iface_size
1tf0__A1_P02768--1tf0__B1_Q51911,1,5,1,0.8599519092712029,True,0.9111717042369616,94.875,candidate_ridge_v1_iface_size
1tj7__A1_P11447--1tj7__B1_P11447,5,5,3,0.009008039331964,False,0.7831435428989078,84.6875,candidate_ridge_v1_iface_size
1ujw__A1_P06129--1ujw__B1_P00646,1,5,0,0.8470985296867936,True,0.8672539209711624,90.25,candidate_ridge_v1_iface_size
1v5v__A1_O58888--1v5v__B1_O58888,1,1,1,0.801073856130179,True,0.8735155466254784,91.3125,candidate_ridge_v1_iface_size
1vc1__A1_Q9X1F5--1vc1__B1_Q9X1F5,1,5,3,0.906277161243982,True,0.9033910943521594,87.75,candidate_ridge_v1_iface_size
1vf6__A1_Q8NI35--1vf6__C1_Q9JLB2,1,5,0,0.8263850762211051,True,0.8710332169133806,82.0,candidate_ridge_v1_iface_size
1vp7__B1_Q7VV85--1vp7__A1_Q7VV85,3,2,2,0.804842340927061,True,0.8836420041816778,86.1875,candidate_ridge_v1_iface_size
1x3w__A1_Q02890--1x3w__B1_P32628,2,1,2,0.5719596959437975,True,0.8864492222921102,88.875,candidate_ridge_v1_iface_size
1xsv__A1_P67248--1xsv__B1_P67248,1,1,1,0.774596053778201,True,0.7037542949596844,67.6875,candidate_ridge_v1_iface_size
1yt5__A1_Q9X255--1yt5__D1_Q9X255,1,1,1,0.0121181521907579,False,0.8567122433343642,90.375,candidate_ridge_v1_iface_size
1z77__A1_Q9X0C0--1z77__A2_Q9X0C0,1,5,2,0.2755111913881322,True,0.6507954500394565,67.1875,candidate_ridge_v1_iface_size
1zop__A1_P20701--1zop__B1_P20701,1,4,0,0.0077177553906739,False,0.5868416247354259,71.125,candidate_ridge_v1_iface_size
1zoq__A1_Q14653--1zoq__B1_Q92793,1,4,1,0.732800017010101,True,0.890150860140097,88.3125,candidate_ridge_v1_iface_size
1zp6__A1_A9CEJ3--1zp6__A2_A9CEJ3,4,4,0,0.8283388553539944,True,0.887698567964581,88.75,candidate_ridge_v1_iface_size
2a1j__B1_P07992--2a1j__A1_Q92889,1,5,1,0.8259670552008265,True,0.8859721718413981,86.4375,candidate_ridge_v1_iface_size
2a3l__A1_O80452--2a3l__A2_O80452,1,4,0,0.2258004733289797,False,0.8386047035999163,88.375,candidate_ridge_v1_iface_size
2apo__A1_Q57612--2apo__B1_P81303,1,4,0,0.769453718653959,True,0.9021746355028665,90.4375,candidate_ridge_v1_iface_size
2aye__B1_Q84294--2aye__A1_Q84294,1,1,1,0.6557737066857915,True,0.8876641711426994,86.1875,candidate_ridge_v1_iface_size
2b11__A1_P00431--2b11__B1_P00044,1,5,2,0.8752306944692506,True,0.8874026201251447,86.8125,candidate_ridge_v1_iface_size
2b42__A1_Q8H0K8--2b42__B1_P18429,1,5,0,0.8730729438811732,True,0.9035488506957805,92.25,candidate_ridge_v1_iface_size
2b5u__A1_P00646--2b5u__B1_P02984,5,3,0,0.225878639852664,False,0.806431610722583,84.875,candidate_ridge_v1_iface_size
2c08__A1_O35179--2c08__A2_O35179,5,3,1,0.4638374087190136,True,0.24443940768941264,40.4375,candidate_ridge_v1_iface_size
2cuy__A1_Q5SL77--2cuy__B1_Q5SL77,1,4,0,0.5517743394892677,True,0.8143831991810048,82.0625,candidate_ridge_v1_iface_size
2d1g__A1_A0Q436--2d1g__B1_A0Q436,1,4,1,0.9200916395514568,True,0.9139341111554905,93.9375,candidate_ridge_v1_iface_size
2dcu__A1_Q8U082--2dcu__B1_Q8U3I5,5,3,3,0.2023054884118262,False,0.7716253504090423,76.375,candidate_ridge_v1_iface_size
2dm9__A1_O57724--2dm9__B1_O57724,1,2,0,0.587009785128806,True,0.8571983972772681,86.1875,candidate_ridge_v1_iface_size
2ec2__A1_Q974H8--2ec2__C1_Q974H8,1,5,1,0.8384541069439617,True,0.9029022451967447,91.375,candidate_ridge_v1_iface_size
2ei5__A1_Q5SM82--2ei5__B1_Q5SM82,1,4,3,0.5960316391939556,True,0.6755441109817001,67.0625,candidate_ridge_v1_iface_size
2eiu__E1_O67549--2eiu__A1_O67549,4,4,3,0.9225105571266704,True,0.8927325878571049,90.875,candidate_ridge_v1_iface_size
2fzt__B1_Q9WZF7--2fzt__A1_Q9WZF7,1,4,0,0.0312416171671351,False,0.8600109407183707,82.125,candidate_ridge_v1_iface_size
2ga9__B1_P23371--2ga9__A1_P07617,1,5,2,0.771090695564289,True,0.6699327840200453,74.875,candidate_ridge_v1_iface_size
2gbo__A1_Q831P3--2gbo__B1_Q831P3,1,3,0,0.1903938234668919,False,0.4907080414721479,59.9375,candidate_ridge_v1_iface_size
2gd9__A1_P37508--2gd9__B1_P37508,1,1,3,0.6030592334830186,True,0.6532000030853189,69.0,candidate_ridge_v1_iface_size
2gsk__A1_P06129--2gsk__B1_P02929,1,2,0,0.0060780569961632,False,0.48133807408783186,55.8125,candidate_ridge_v1_iface_size
2gsm__A1_P33517--2gsm__B1_Q03736,4,5,1,0.9452638438131928,True,0.8723393067557665,95.25,candidate_ridge_v1_iface_size
2h1e__A1_P32657--2h1e__B1_P32657,3,4,1,0.0405353443015661,False,0.07730334927613718,18.8125,candidate_ridge_v1_iface_size
2h46__A1_P62993--2h46__A2_P62993,1,1,0,0.0234015355894955,False,0.3128279211285248,42.46875,candidate_ridge_v1_iface_size
2h7z__B1_A0S865--2h7z__A1_A0S864,1,3,3,0.8281237566718179,True,0.7986352608445346,72.3125,candidate_ridge_v1_iface_size
2hn1__A1_O29472--2hn1__A2_O29472,1,5,3,0.7409718908518798,True,0.490714385786309,60.15625,candidate_ridge_v1_iface_size
2huk__A1_P00720--2huk__A2_P00720,1,1,3,0.0137138716130072,False,0.12037138887221274,22.265625,candidate_ridge_v1_iface_size
2j67__A1_Q9BXR5--2j67__B1_Q9BXR5,1,3,2,0.6860780458319903,True,0.6780908500743947,65.75,candidate_ridge_v1_iface_size
2j68__A1_B2IZD3--2j68__A2_B2IZD3,7,5,2,0.2444343525827773,True,0.18805551592240033,43.9375,candidate_ridge_v1_iface_size
2j6g__A1_Q6T3W5--2j6g__A2_Q6T3W5,1,5,3,0.0498208372700835,False,0.5876894162207961,67.875,candidate_ridge_v1_iface_size
2ntx__A1_Q9LV40--2ntx__B1_Q9LV40,1,2,3,0.5789012712043528,True,0.7784383080015062,77.25,candidate_ridge_v1_iface_size
2o96__B1_P51665--2o96__A1_P51665,2,4,3,0.6050102137340457,True,0.8938119902302469,89.5625,candidate_ridge_v1_iface_size
2oo9__A1_P22681--2oo9__B1_P22681,1,2,2,0.0841846757526277,False,0.8333917396856217,73.0625,candidate_ridge_v1_iface_size
2p09__A1_UNDEFINED--2p09__A2_UNDEFINED,1,5,0,0.0253604512405473,False,0.0598636112936165,16.140625,candidate_ridge_v1_iface_size
2pyu__A1_P52061--2pyu__A2_P52061,1,4,0,0.4076441283125315,True,0.9004892789975695,87.0625,candidate_ridge_v1_iface_size
2q1k__A1_Q1EHA4--2q1k__B1_Q1EHA4,1,5,0,0.5814439604738205,True,0.11127288969730743,27.375,candidate_ridge_v1_iface_size
2qko__B1_Q0S912--2qko__A1_Q0S912,2,5,2,0.5274122863055469,True,0.7377799579631524,74.25,candidate_ridge_v1_iface_size
2qpv__A1_Q7CZ16--2qpv__B1_Q7CZ16,1,5,2,0.0097371829607608,False,0.8856206523220522,87.3125,candidate_ridge_v1_iface_size
2r17__C1_Q96QK1--2r17__A1_Q9UBQ0,2,2,2,0.7490386608755691,True,0.8910535703585566,91.1875,candidate_ridge_v1_iface_size
2r1f__A1_P28306--2r1f__B1_P28306,1,3,2,0.0138290556113118,False,0.549471563546088,59.0625,candidate_ridge_v1_iface_size
2r7a__A1_O70018--2r7a__C1_O70018,1,4,1,0.1070391541449517,False,0.4819684635272194,59.6875,candidate_ridge_v1_iface_size
2r9a__A1_Q9H9Q4--2r9a__B1_Q9H9Q4,2,1,1,0.2568450327817093,True,0.3228325889345874,50.0625,candidate_ridge_v1_iface_size
2raf__B1_F9URQ8--2raf__A1_F9URQ8,1,4,1,0.6602259052884388,True,0.7640866406482388,82.875,candidate_ridge_v1_iface_size
2rax__A1_O15392--2rax__B1_Q53HL2,1,2,2,0.8608227888208647,True,0.8616524800615205,82.3125,candidate_ridge_v1_iface_size
2uxe__A1_Q49PX0--2uxe__C1_Q49PX0,1,4,3,0.0639503937922121,False,0.03475779600508093,12.59375,candidate_ridge_v1_iface_size
2uzx__B1_P08581--2uzx__A1_P0DQD2,1,2,0,0.5928089276253022,True,0.6794775001279347,75.3125,candidate_ridge_v1_iface_size
2vcg__D1_Q70I53--2vcg__A1_Q70I53,1,5,1,0.8884685571281515,True,0.7890649829102062,85.375,candidate_ridge_v1_iface_size
2vlo__B1_P09883--2vlo__A1_P13479,1,4,0,0.8811099839542577,True,0.911319907127617,90.5,candidate_ridge_v1_iface_size
2w2d__A1_P0DPI1--2w2d__B1_P0DPI1,1,3,2,0.2993123699637441,True,0.5168881851092068,75.75,candidate_ridge_v1_iface_size
2wk4__B1_Q69014--2wk4__A1_Q69014,1,3,1,0.1855191729342689,False,0.17249879500824675,32.6875,candidate_ridge_v1_iface_size
2wmp__A1_Q1R2W9--2wmp__B1_Q47445,1,3,3,0.7911419155865644,True,0.88360951763768,91.8125,candidate_ridge_v1_iface_size
2wuz__A1_Q7Z1V1--2wuz__B1_Q7Z1V1,1,5,0,0.0671304879713131,False,0.11924398130684946,29.109375,candidate_ridge_v1_iface_size
2wwx__B1_Q5ZSQ3--2wwx__A1_P62820,3,3,3,0.0316570042974989,False,0.09374470595688021,24.875,candidate_ridge_v1_iface_size
2x5f__A1_UNDEFINED--2x5f__B1_UNDEFINED,1,1,1,0.1398278224570319,False,0.9170310409585064,95.5625,candidate_ridge_v1_iface_size
2xcu__A1_O66663--2xcu__C1_O66663,1,5,1,0.45063490265094,True,0.42895845746958067,52.53125,candidate_ridge_v1_iface_size
2xf1__A1_Q8I467--2xf1__A2_Q8I467,2,5,0,0.0143151469161379,False,0.8631843577348945,82.625,candidate_ridge_v1_iface_size
2xgg__B1_UNDEFINED--2xgg__A1_UNDEFINED,1,3,1,0.0378417677234843,False,0.761028118495047,75.9375,candidate_ridge_v1_iface_size
2xr7__A1_Q589Y0--2xr7__A2_Q589Y0,1,4,1,0.0040351362861566,False,0.7768659424051332,81.3125,candidate_ridge_v1_iface_size
2xuv__B1_P0AET2--2xuv__A1_P0AET2,1,1,0,0.0291494860720318,False,0.09881320694209002,21.96875,candidate_ridge_v1_iface_size
2y6b__A1_Q43758--2y6b__A2_Q43758,1,1,0,0.0051661456330997,False,0.9297967843641315,94.75,candidate_ridge_v1_iface_size
2y9y__B1_P43596--2y9y__A1_P38144,2,1,3,0.5900645561981019,True,0.8401968382148771,90.0,candidate_ridge_v1_iface_size
2yaj__A1_Q38HX4--2yaj__B1_Q38HX3,2,4,0,0.9011212420938935,True,0.8982186029374527,96.25,candidate_ridge_v1_iface_size
2yin__B1_Q92608--2yin__D1_P63000,2,5,3,0.8660989015618044,True,0.8742568185842324,92.0625,candidate_ridge_v1_iface_size
2yip__A1_P81860--2yip__B1_P81860,1,3,2,0.2157851557074656,False,0.7848269582022104,82.9375,candidate_ridge_v1_iface_size
2ynw__B1_Q704V1--2ynw__A1_Q704V1,2,5,0,0.3306469560709625,True,0.0970247585084959,22.984375,candidate_ridge_v1_iface_size
2yor__A1_B9W4V6--2yor__B1_B9W4V6,1,5,1,0.0067649648430569,False,0.35508798665851027,47.1875,candidate_ridge_v1_iface_size
2ypr__A1_Q99581--2ypr__B1_Q99581,1,1,0,0.8958408418298874,True,0.899012473609116,88.0625,candidate_ridge_v1_iface_size
2yq2__A1_Q01499--2yq2__B1_Q01499,1,3,0,0.3613568303261165,True,0.40229992128065134,60.46875,candidate_ridge_v1_iface_size
2yx8__A1_O60894--2yx8__A2_O60894,1,2,2,0.0410312793502997,False,0.21450592937962298,40.1875,candidate_ridge_v1_iface_size
2z1b__A1_P10518--2z1b__A2_P10518,1,5,2,0.0199707040119806,False,0.8691549083829758,89.5,candidate_ridge_v1_iface_size
2zae__A1_O59425--2zae__B1_O59248,1,2,0,0.7973690882559433,True,0.8661744772440394,86.75,candidate_ridge_v1_iface_size
2zcm__B1_Q5HKQ1--2zcm__A1_Q5HKQ1,1,1,1,0.5181718853140552,True,0.7579258753339642,74.3125,candidate_ridge_v1_iface_size
2zix__A1_Q96NY9--2zix__B1_Q96AY2,1,1,0,0.4372363313077486,True,0.7533297288682861,82.9375,candidate_ridge_v1_iface_size
2zjs__A1_Q5SHQ8--2zjs__B1_P38383,1,4,1,0.7105339961219618,True,0.8366406256410465,87.8125,candidate_ridge_v1_iface_size
3a7m__B1_P0A1N2--3a7m__A1_P0A1N2,1,4,2,0.0351376732208971,False,0.7521335534899497,74.5625,candidate_ridge_v1_iface_size
3a98__B1_Q92556--3a98__A1_Q92608,1,4,0,0.6250539174745133,True,0.7775367787661261,80.6875,candidate_ridge_v1_iface_size
3aon__A1_P43435--3aon__B1_P43455,1,4,0,0.6391050819746291,True,0.8094006300031764,84.375,candidate_ridge_v1_iface_size
3axj__B1_Q9VF77--3axj__A1_Q7JVK6,2,1,1,0.743436316085858,True,0.8034873537773536,85.75,candidate_ridge_v1_iface_size
3b42__B1_Q74EM7--3b42__A1_Q74EM7,1,1,3,0.0447166376461056,False,0.8197182241628878,77.625,candidate_ridge_v1_iface_size
3b4y__A1_P9WNE1--3b4y__B1_P9WNE1,2,5,0,0.7920760286671115,True,0.8845596299537858,94.0625,candidate_ridge_v1_iface_size
3cam__A1_Q9JZZ4--3cam__B1_Q9JZZ4,4,2,0,0.422343414526969,True,0.6147410639980669,57.6875,candidate_ridge_v1_iface_size
3cbk__A1_P07858--3cbk__B1_Q966X9,3,4,1,0.7550044822825637,True,0.884869564287223,90.6875,candidate_ridge_v1_iface_size
3cnu__A1_O28738--3cnu__A2_O28738,1,5,3,0.7346152476683162,True,0.7596986624168858,78.125,candidate_ridge_v1_iface_size
3co5__A1_Q5F5Q1--3co5__B1_Q5F5Q1,1,5,3,0.0112997247150476,False,0.8587810097168634,78.625,candidate_ridge_v1_iface_size
3ct4__A1_Q9CIV8--3ct4__A2_Q9CIV8,1,4,0,0.006451370471711,False,0.9209144348016564,95.5625,candidate_ridge_v1_iface_size
3ctv__A1_O28011--3ctv__A2_O28011,1,4,3,0.0452558188520313,False,0.8081204073277548,82.0,candidate_ridge_v1_iface_size
3cwf__A1_P23545--3cwf__B1_P23545,1,1,3,0.1369285312703626,False,0.90260831759165,87.75,candidate_ridge_v1_iface_size
3d0t__D1_Q91YN9--3d0t__C1_Q91YN9,1,4,0,0.2009982890663297,False,0.49554399899777674,57.25,candidate_ridge_v1_iface_size
3d3r__A1_Q8EF93--3d3r__B1_Q8EF93,2,1,0,0.414362391088058,True,0.713707724294749,68.875,candidate_ridge_v1_iface_size
3d8h__B1_Q5CXZ9--3d8h__A1_Q5CXZ9,1,4,1,0.7796786247873229,True,0.8962902658236617,90.125,candidate_ridge_v1_iface_size
3dal__A1_O75626--3dal__B2_O75626,1,4,2,0.006824591580468,False,0.8493476565370482,82.875,candidate_ridge_v1_iface_size
3dsl__A1_O93523--3dsl__B1_O93523,1,2,2,0.0100995192020225,False,0.3157190438773182,47.28125,candidate_ridge_v1_iface_size
3e0j__G1_P49005--3e0j__H1_Q15054,1,5,3,0.8161121430949115,True,0.8897827218952582,94.375,candidate_ridge_v1_iface_size
3e0y__A1_Q74E48--3e0y__B1_Q74E48,1,3,1,0.3126453899573803,True,0.8225398445078176,78.5,candidate_ridge_v1_iface_size
3e7l__A1_O66551--3e7l__B1_O66551,1,1,1,0.9537954583455112,True,0.9184006849197607,87.875,candidate_ridge_v1_iface_size
3evi__A1_Q8N4E4--3evi__B1_Q8N4E4,1,2,3,0.6600450517552744,True,0.8713844467551013,82.125,candidate_ridge_v1_iface_size
3ezu__A1_Q74FR4--3ezu__A2_Q74FR4,8,5,1,0.0189937484273872,False,0.5208257959124758,59.4375,candidate_ridge_v1_iface_size
3f2u__A1_P83916--3f2u__A2_P83916,1,1,2,0.0414083138462204,False,0.460367960944093,45.375,candidate_ridge_v1_iface_size
3f6t__B1_Q5FIG7--3f6t__A1_Q5FIG7,2,1,3,0.4857510394392889,True,0.8355491005396369,93.6875,candidate_ridge_v1_iface_size
3f7c__A1_A1TZ69--3f7c__A2_A1TZ69,1,3,2,0.0557675937168912,False,0.6981356287307796,70.4375,candidate_ridge_v1_iface_size
3f8u__A1_P30101--3f8u__B1_O15533,1,4,0,0.4296435508995711,True,0.6148351480835926,68.8125,candidate_ridge_v1_iface_size
3ffm__A1_O95257--3ffm__A2_O95257,1,1,1,0.0388523219252019,False,0.6490082781336582,65.4375,candidate_ridge_v1_iface_size
3fkq__A1_D0VX10--3fkq__A2_D0VX10,1,3,3,0.4764608817313696,True,0.5768086363401482,63.78125,candidate_ridge_v1_iface_size
3fn7__A1_Q99ZN4--3fn7__A2_Q99ZN4,1,3,2,0.3596853743364232,True,0.3295799688866414,45.90625,candidate_ridge_v1_iface_size
3fx0__B1_Q9Y6K9--3fx0__A1_Q9Y6K9,1,5,0,0.7096777121268296,True,0.7840051539940021,73.0625,candidate_ridge_v1_iface_size
3gb8__A1_O14980--3gb8__B1_O95149,1,3,1,0.7200700079007746,True,0.7991127900802193,86.125,candidate_ridge_v1_iface_size
3h8i__A1_Q7ZAG8--3h8i__B1_Q7ZAG8,1,1,0,0.0326334465885248,False,0.2951646815463106,44.0,candidate_ridge_v1_iface_size
3hkl__B1_Q62838--3hkl__A1_Q62838,1,4,2,0.008204245910455,False,0.4049985530125841,50.0625,candidate_ridge_v1_iface_size
3i26__A1_P0C0V9--3i26__B1_P0C0V9,1,4,1,0.0267647281339286,False,0.22222954127890945,39.875,candidate_ridge_v1_iface_size
3jsb__A1_P14240--3jsb__A2_P14240,1,5,0,0.0217433755425049,False,0.09570679378682513,24.171875,candidate_ridge_v1_iface_size
3jtz__A1_Q9Z3B4--3jtz__A2_Q9Z3B4,1,4,1,0.8967332496827279,True,0.9032731355594563,89.3125,candidate_ridge_v1_iface_size
3k7v__A1_P30153--3k7v__B1_P67775,1,3,0,0.6058683779459383,True,0.8375871116434855,90.625,candidate_ridge_v1_iface_size
3lbx__B1_P11277--3lbx__A1_P02549,1,5,1,0.695489232318411,True,0.8276821362848296,83.6875,candidate_ridge_v1_iface_size
3lcb__A1_Q8X607--3lcb__D2_P08200,2,1,1,0.8013913066191903,True,0.7351596456884911,80.6875,candidate_ridge_v1_iface_size
3lf6__B1_UNDEFINED--3lf6__A1_UNDEFINED,1,1,3,0.0605858682294215,False,0.8817370190360856,85.5625,candidate_ridge_v1_iface_size
3m7p__A1_P02751--3m7p__A2_P02751,1,2,0,0.0100457645835616,False,0.1238401845754865,23.03125,candidate_ridge_v1_iface_size
3mca__A1_O74774--3mca__B1_Q9USL5,1,4,2,0.5464294672961154,True,0.48594079832197645,60.75,candidate_ridge_v1_iface_size
3mlf__A1_UNDEFINED--3mlf__B1_UNDEFINED,1,5,3,0.5002940342760246,True,0.8195569443925831,77.5,candidate_ridge_v1_iface_size
3mxn__A1_Q9H9A7--3mxn__B1_Q96E14,4,3,1,0.820578633859469,True,0.9020267831735644,91.4375,candidate_ridge_v1_iface_size
3n4i__A1_P0AD64--3n4i__B1_P35804,1,5,3,0.7135625553350368,True,0.9013942451289816,93.0,candidate_ridge_v1_iface_size
3n7e__A1_Q58AD3--3n7e__B1_Q58AD3,1,1,0,0.0957793563570699,False,0.818802679685092,72.1875,candidate_ridge_v1_iface_size
3n9y__A1_P05108--3n9y__C1_P10109,1,1,3,0.7691303787940557,True,0.8945304433071334,90.5,candidate_ridge_v1_iface_size
3nbe__A1_B2ZRS9--3nbe__B1_B2ZRS9,5,1,3,0.9446819379098104,True,0.9161253114132681,90.6875,candidate_ridge_v1_iface_size
3nbf__A1_Q72GF3--3nbf__B1_Q72GF3,1,3,0,0.6055948510159368,True,0.8532274313999371,82.625,candidate_ridge_v1_iface_size
