complex_id,rank,model_weight,seed,DockQ,acceptable,acceptable_score,ranking_confidence,selector
2gsk__A1_P06129--2gsk__B1_P02929,5,3,3,0.0061472091786673,False,0.9999990463256836,52.96875,pairwise_jaccard_nn_1x20
2gsm__A1_P33517--2gsm__B1_Q03736,2,5,3,0.9441612330258266,True,0.8745713829994202,95.25,pairwise_jaccard_nn_1x20
2h1e__A1_P32657--2h1e__B1_P32657,16,1,0,0.012775155783133,False,0.14823858439922333,16.609375,pairwise_jaccard_nn_1x20
2h46__A1_P62993--2h46__A2_P62993,14,4,2,0.0229219286163125,False,0.4559902250766754,21.71875,pairwise_jaccard_nn_1x20
2h7z__B1_A0S865--2h7z__A1_A0S864,19,5,2,0.8166225153927709,True,0.9978858828544617,59.0625,pairwise_jaccard_nn_1x20
2hn1__A1_O29472--2hn1__A2_O29472,2,5,1,0.7403444900996202,True,0.9999998807907104,59.46875,pairwise_jaccard_nn_1x20
2huk__A1_P00720--2huk__A2_P00720,13,2,3,0.0093557571389788,False,0.13614048063755035,17.0,pairwise_jaccard_nn_1x20
2j67__A1_Q9BXR5--2j67__B1_Q9BXR5,9,1,2,0.2281879614851636,False,0.18443575501441956,32.78125,pairwise_jaccard_nn_1x20
2j68__A1_B2IZD3--2j68__A2_B2IZD3,2,2,1,0.1461759820684515,False,0.36781126260757446,47.34375,pairwise_jaccard_nn_1x20
2j6g__A1_Q6T3W5--2j6g__A2_Q6T3W5,5,4,0,0.0503882196890822,False,0.9964718818664551,62.71875,pairwise_jaccard_nn_1x20
2ntx__A1_Q9LV40--2ntx__B1_Q9LV40,8,2,2,0.5878121595835356,True,0.9993281364440918,69.75,pairwise_jaccard_nn_1x20
2o96__B1_P51665--2o96__A1_P51665,8,3,2,0.0468774177096451,False,0.9996793270111084,59.875,pairwise_jaccard_nn_1x20
2oo9__A1_P22681--2oo9__B1_P22681,2,4,1,0.1097410346073493,False,0.999233603477478,22.484375,pairwise_jaccard_nn_1x20
2p09__A1_UNDEFINED--2p09__A2_UNDEFINED,17,4,2,0.0500284654879715,False,0.29189789295196533,9.1875,pairwise_jaccard_nn_1x20
2pyu__A1_P52061--2pyu__A2_P52061,1,4,0,0.4076441283125315,True,0.8377470970153809,87.0625,pairwise_jaccard_nn_1x20
2q1k__A1_Q1EHA4--2q1k__B1_Q1EHA4,11,4,2,0.4869587558501201,True,0.9999344348907471,17.90625,pairwise_jaccard_nn_1x20
2qko__B1_Q0S912--2qko__A1_Q0S912,20,4,3,0.0611042722551106,False,0.8504542112350464,28.375,pairwise_jaccard_nn_1x20
2qpv__A1_Q7CZ16--2qpv__B1_Q7CZ16,15,1,2,0.0097753071445291,False,0.9738889336585999,84.3125,pairwise_jaccard_nn_1x20
2r17__C1_Q96QK1--2r17__A1_Q9UBQ0,4,4,3,0.7337973452514667,True,0.9559234976768494,90.875,pairwise_jaccard_nn_1x20
2r1f__A1_P28306--2r1f__B1_P28306,4,1,3,0.3886154019849757,True,0.2312125861644745,45.53125,pairwise_jaccard_nn_1x20
2r7a__A1_O70018--2r7a__C1_O70018,1,4,1,0.1070391541449517,False,0.6068663597106934,59.6875,pairwise_jaccard_nn_1x20
2r9a__A1_Q9H9Q4--2r9a__B1_Q9H9Q4,12,5,1,0.2785595035132553,True,0.9995012283325195,38.53125,pairwise_jaccard_nn_1x20
2raf__B1_F9URQ8--2raf__A1_F9URQ8,17,1,3,0.6444712357678294,True,0.9998939037322998,38.59375,pairwise_jaccard_nn_1x20
2rax__A1_O15392--2rax__B1_Q53HL2,8,1,2,0.8549618151870301,True,0.849358856678009,81.625,pairwise_jaccard_nn_1x20
2uxe__A1_Q49PX0--2uxe__C1_Q49PX0,17,3,2,0.0593836731524656,False,0.06693268567323685,9.6484375,pairwise_jaccard_nn_1x20
2uzx__B1_P08581--2uzx__A1_P0DQD2,5,5,0,0.048371215305507,False,0.5327327847480774,31.03125,pairwise_jaccard_nn_1x20
2vcg__D1_Q70I53--2vcg__A1_Q70I53,4,4,3,0.8827416373080123,True,0.9535428285598755,83.625,pairwise_jaccard_nn_1x20
2vlo__B1_P09883--2vlo__A1_P13479,8,5,3,0.899842499213567,True,0.8341661691665649,89.6875,pairwise_jaccard_nn_1x20
2w2d__A1_P0DPI1--2w2d__B1_P0DPI1,9,5,0,0.2144540973615108,False,0.715970516204834,67.3125,pairwise_jaccard_nn_1x20
2wk4__B1_Q69014--2wk4__A1_Q69014,12,2,3,0.0554302653288947,False,0.893625020980835,24.953125,pairwise_jaccard_nn_1x20
2wmp__A1_Q1R2W9--2wmp__B1_Q47445,20,1,2,0.7643314022225823,True,0.9609662890434265,87.9375,pairwise_jaccard_nn_1x20
2wuz__A1_Q7Z1V1--2wuz__B1_Q7Z1V1,1,5,0,0.0671304879713131,False,0.2347795069217682,29.109375,pairwise_jaccard_nn_1x20
2wwx__B1_Q5ZSQ3--2wwx__A1_P62820,10,4,3,0.0330642467667153,False,0.850195586681366,24.125,pairwise_jaccard_nn_1x20
2x5f__A1_UNDEFINED--2x5f__B1_UNDEFINED,2,1,3,0.1388721273934966,False,0.9574598073959351,95.4375,pairwise_jaccard_nn_1x20
2xcu__A1_O66663--2xcu__C1_O66663,8,5,2,0.3897741389255117,True,0.9435147047042847,33.71875,pairwise_jaccard_nn_1x20
2xf1__A1_Q8I467--2xf1__A2_Q8I467,19,2,1,0.0130735385121938,False,0.42860275506973267,25.1875,pairwise_jaccard_nn_1x20
2xgg__B1_UNDEFINED--2xgg__A1_UNDEFINED,19,4,2,0.3917158956645463,True,0.16485372185707092,34.1875,pairwise_jaccard_nn_1x20
2xr7__A1_Q589Y0--2xr7__A2_Q589Y0,10,3,0,0.0027103510089388,False,0.35326671600341797,24.109375,pairwise_jaccard_nn_1x20
2xuv__B1_P0AET2--2xuv__A1_P0AET2,4,1,1,0.041998000844261,False,0.8525461554527283,19.09375,pairwise_jaccard_nn_1x20
2y6b__A1_Q43758--2y6b__A2_Q43758,17,4,3,0.0051541944420775,False,0.8949088454246521,93.8125,pairwise_jaccard_nn_1x20
2y9y__B1_P43596--2y9y__A1_P38144,8,4,3,0.5424922870145134,True,0.9049487709999084,89.375,pairwise_jaccard_nn_1x20
2yaj__A1_Q38HX4--2yaj__B1_Q38HX3,8,5,1,0.9030422489540916,True,0.9104169011116028,96.125,pairwise_jaccard_nn_1x20
2yin__B1_Q92608--2yin__D1_P63000,1,4,2,0.8843936849308087,True,1.0,92.3125,pairwise_jaccard_nn_1x20
2yip__A1_P81860--2yip__B1_P81860,5,4,2,0.2673368164172418,True,0.9999972581863403,80.0625,pairwise_jaccard_nn_1x20
2ynw__B1_Q704V1--2ynw__A1_Q704V1,6,2,0,0.164932041907785,False,0.34883230924606323,21.265625,pairwise_jaccard_nn_1x20
2yor__A1_B9W4V6--2yor__B1_B9W4V6,17,1,2,0.0059896220949162,False,0.12192142009735107,19.3125,pairwise_jaccard_nn_1x20
2ypr__A1_Q99581--2ypr__B1_Q99581,5,2,3,0.7466032763002984,True,0.9948624968528748,50.25,pairwise_jaccard_nn_1x20
2yq2__A1_Q01499--2yq2__B1_Q01499,5,3,3,0.0813108746061126,False,1.0,44.78125,pairwise_jaccard_nn_1x20
2yx8__A1_O60894--2yx8__A2_O60894,2,5,0,0.0353394770785887,False,0.21225567162036896,39.21875,pairwise_jaccard_nn_1x20
2z1b__A1_P10518--2z1b__A2_P10518,10,3,0,0.0200740829065524,False,0.9965897798538208,82.0625,pairwise_jaccard_nn_1x20
2zae__A1_O59425--2zae__B1_O59248,19,3,3,0.6563993974412484,True,0.9984669089317322,72.5,pairwise_jaccard_nn_1x20
2zcm__B1_Q5HKQ1--2zcm__A1_Q5HKQ1,15,2,0,0.0354230927996947,False,0.8803586363792419,40.875,pairwise_jaccard_nn_1x20
2zix__A1_Q96NY9--2zix__B1_Q96AY2,17,4,2,0.4465507581560829,True,0.9512066841125488,74.0625,pairwise_jaccard_nn_1x20
2zjs__A1_Q5SHQ8--2zjs__B1_P38383,20,1,0,0.699204635197814,True,0.90193110704422,84.875,pairwise_jaccard_nn_1x20
3a7m__B1_P0A1N2--3a7m__A1_P0A1N2,19,2,0,0.0221009754402126,False,0.936165988445282,33.8125,pairwise_jaccard_nn_1x20
3a98__B1_Q92556--3a98__A1_Q92608,17,3,0,0.6574130998332399,True,0.9722451567649841,63.25,pairwise_jaccard_nn_1x20
3aon__A1_P43435--3aon__B1_P43455,15,5,1,0.5777021195703633,True,0.9998588562011719,77.5,pairwise_jaccard_nn_1x20
3axj__B1_Q9VF77--3axj__A1_Q7JVK6,17,4,3,0.7376517401884387,True,0.9376175999641418,82.375,pairwise_jaccard_nn_1x20
3b42__B1_Q74EM7--3b42__A1_Q74EM7,12,3,0,0.0485028662669275,False,0.03720787540078163,43.0,pairwise_jaccard_nn_1x20
3b4y__A1_P9WNE1--3b4y__B1_P9WNE1,14,1,0,0.8044474758910288,True,0.9627437591552734,93.75,pairwise_jaccard_nn_1x20
3cam__A1_Q9JZZ4--3cam__B1_Q9JZZ4,14,4,3,0.4354549019814175,True,0.9704209566116333,55.0625,pairwise_jaccard_nn_1x20
3cbk__A1_P07858--3cbk__B1_Q966X9,19,5,3,0.6617882542699611,True,0.9468252062797546,89.1875,pairwise_jaccard_nn_1x20
3cnu__A1_O28738--3cnu__A2_O28738,4,4,3,0.6789057551702934,True,0.9999896287918091,65.5,pairwise_jaccard_nn_1x20
3co5__A1_Q5F5Q1--3co5__B1_Q5F5Q1,16,5,2,0.0238158854577081,False,0.19335904717445374,23.171875,pairwise_jaccard_nn_1x20
3ct4__A1_Q9CIV8--3ct4__A2_Q9CIV8,6,2,3,0.0064455346992412,False,0.9808042645454407,95.25,pairwise_jaccard_nn_1x20
3ctv__A1_O28011--3ctv__A2_O28011,7,2,1,0.0523067877953421,False,0.9998784065246582,73.5,pairwise_jaccard_nn_1x20
3cwf__A1_P23545--3cwf__B1_P23545,11,4,0,0.1887511991790507,False,0.9815664291381836,51.71875,pairwise_jaccard_nn_1x20
3d0t__D1_Q91YN9--3d0t__C1_Q91YN9,5,5,3,0.2016458579720017,False,0.9999992847442627,51.40625,pairwise_jaccard_nn_1x20
3d3r__A1_Q8EF93--3d3r__B1_Q8EF93,10,3,0,0.4018197425099248,True,0.9998712539672852,64.4375,pairwise_jaccard_nn_1x20
3d8h__B1_Q5CXZ9--3d8h__A1_Q5CXZ9,12,5,3,0.756176887253671,True,0.9791148900985718,81.125,pairwise_jaccard_nn_1x20
3dal__A1_O75626--3dal__B2_O75626,14,3,3,0.0067498796246008,False,0.9204970002174377,63.625,pairwise_jaccard_nn_1x20
3dsl__A1_O93523--3dsl__B1_O93523,14,1,2,0.0136543272981684,False,0.1655392050743103,21.796875,pairwise_jaccard_nn_1x20
3e0j__G1_P49005--3e0j__H1_Q15054,17,4,0,0.8367023148686076,True,0.8417674899101257,93.5,pairwise_jaccard_nn_1x20
3e0y__A1_Q74E48--3e0y__B1_Q74E48,8,3,2,0.242244858862166,True,0.6392594575881958,44.1875,pairwise_jaccard_nn_1x20
3e7l__A1_O66551--3e7l__B1_O66551,10,4,3,0.9320591618331432,True,0.8697290420532227,87.375,pairwise_jaccard_nn_1x20
3evi__A1_Q8N4E4--3evi__B1_Q8N4E4,4,2,2,0.5955216295995734,True,0.999894380569458,66.125,pairwise_jaccard_nn_1x20
3ezu__A1_Q74FR4--3ezu__A2_Q74FR4,14,2,1,0.0281836516544579,False,0.999823272228241,59.0,pairwise_jaccard_nn_1x20
3f2u__A1_P83916--3f2u__A2_P83916,18,2,0,0.0477425588727669,False,0.17530450224876404,16.765625,pairwise_jaccard_nn_1x20
3f6t__B1_Q5FIG7--3f6t__A1_Q5FIG7,11,4,3,0.4947974154854996,True,0.9841099977493286,93.0625,pairwise_jaccard_nn_1x20
3f7c__A1_A1TZ69--3f7c__A2_A1TZ69,8,2,3,0.2241436906993474,False,0.9999816417694092,50.96875,pairwise_jaccard_nn_1x20
3f8u__A1_P30101--3f8u__B1_O15533,5,4,1,0.5161260485130187,True,0.9968562126159668,61.59375,pairwise_jaccard_nn_1x20
3ffm__A1_O95257--3ffm__A2_O95257,12,4,2,0.0784168094488179,False,0.9999980926513672,33.46875,pairwise_jaccard_nn_1x20
3fkq__A1_D0VX10--3fkq__A2_D0VX10,15,2,3,0.4146071596503746,True,0.9774565100669861,60.90625,pairwise_jaccard_nn_1x20
3fn7__A1_Q99ZN4--3fn7__A2_Q99ZN4,6,2,2,0.2376721081546467,True,0.9972543120384216,38.46875,pairwise_jaccard_nn_1x20
3fx0__B1_Q9Y6K9--3fx0__A1_Q9Y6K9,17,3,0,0.7000482460692817,True,0.9091586470603943,67.375,pairwise_jaccard_nn_1x20
3gb8__A1_O14980--3gb8__B1_O95149,3,5,1,0.1774677180791114,False,0.9779982566833496,73.9375,pairwise_jaccard_nn_1x20
3h8i__A1_Q7ZAG8--3h8i__B1_Q7ZAG8,20,5,1,0.0972632940365511,False,0.5399449467658997,29.5,pairwise_jaccard_nn_1x20
3hkl__B1_Q62838--3hkl__A1_Q62838,1,4,2,0.008204245910455,False,0.8266680836677551,50.0625,pairwise_jaccard_nn_1x20
3i26__A1_P0C0V9--3i26__B1_P0C0V9,13,2,2,0.0820987163763566,False,0.10008431226015091,21.8125,pairwise_jaccard_nn_1x20
3jsb__A1_P14240--3jsb__A2_P14240,3,5,1,0.0208311649883352,False,0.9556847810745239,19.65625,pairwise_jaccard_nn_1x20
3jtz__A1_Q9Z3B4--3jtz__A2_Q9Z3B4,16,3,2,0.3630010693476464,True,0.14944572746753693,26.578125,pairwise_jaccard_nn_1x20
3k7v__A1_P30153--3k7v__B1_P67775,15,2,0,0.5987376594406891,True,0.9919041991233826,83.1875,pairwise_jaccard_nn_1x20
3lbx__B1_P11277--3lbx__A1_P02549,14,1,1,0.6668592473588211,True,0.9547819495201111,80.8125,pairwise_jaccard_nn_1x20
3lcb__A1_Q8X607--3lcb__D2_P08200,2,1,1,0.8013913066191903,True,0.9907969236373901,80.6875,pairwise_jaccard_nn_1x20
3lf6__B1_UNDEFINED--3lf6__A1_UNDEFINED,13,5,1,0.6513339367287345,True,0.9791125059127808,75.625,pairwise_jaccard_nn_1x20
3m7p__A1_P02751--3m7p__A2_P02751,2,1,1,0.0083087668336601,False,0.10512226819992065,21.71875,pairwise_jaccard_nn_1x20
3mca__A1_O74774--3mca__B1_Q9USL5,19,3,1,0.0826185294620616,False,0.9999934434890747,45.25,pairwise_jaccard_nn_1x20
3mlf__A1_UNDEFINED--3mlf__B1_UNDEFINED,11,1,2,0.161016754701962,False,0.2355063408613205,18.0625,pairwise_jaccard_nn_1x20
3mxn__A1_Q9H9A7--3mxn__B1_Q96E14,9,1,2,0.8064457863397049,True,0.8691462874412537,91.3125,pairwise_jaccard_nn_1x20
3n4i__A1_P0AD64--3n4i__B1_P35804,5,5,0,0.7256516484907606,True,1.0,92.3125,pairwise_jaccard_nn_1x20
3n7e__A1_Q58AD3--3n7e__B1_Q58AD3,3,1,3,0.0945515053209254,False,0.9033692479133606,69.875,pairwise_jaccard_nn_1x20
